216
HIT ID	# R>0	# R=0	# R<0	Avg. R
3SD15I2WD1TESVEMUNSCRLJSB5736Q	5.0	0.0	0.0	0.272095709772
39XCQ6V3KX3H6A1Q86G56IHCP1Y65J	4.0	0.0	1.0	0.241154975761
3BCRDCM0OCTKOTMTFTKB870UMRTK6I	4.0	0.0	1.0	0.307796366357
3TD33TP5DK1KISU2ZTOUP9JQVGAABE	3.0	1.0	2.0	0.0760774217703
31GECDVA9ILDPE14DPQAYOVCLW966Z	3.0	0.0	2.0	0.0418607768957
3L7SUC0TTTTK060HYGHAEJI7YT20M2	5.0	1.0	0.0	0.223796805675
31MBOZ6PANQKOGDCAK9F975J7D9CL5	4.0	1.0	0.0	0.26907782461

217
HIT ID	# R>0	# R=0	# R<0	Avg. R
3BCRDCM0OCTKOTMTFTKB870UMRTK6I	3.0	0.0	2.0	0.211105957981
3BAWBGQGYKYH84UAX73AGUB7X0K7VQ	4.0	0.0	1.0	0.284143953283
3L7SUC0TTTTK060HYGHAEJI7YT20M2	5.0	1.0	0.0	0.253191649617

215
HIT ID	# R>0	# R=0	# R<0	Avg. R
3BCRDCM0OCTKOTMTFTKB870UMRTK6I	3.0	0.0	2.0	0.152247596507
3BAWBGQGYKYH84UAX73AGUB7X0K7VQ	5.0	0.0	0.0	0.230127464993
3PKJ68EHDMV5AY0STRB34JP7GG9HJH	3.0	0.0	2.0	0.149369879089
3L7SUC0TTTTK060HYGHAEJI7YT20M2	5.0	1.0	0.0	0.221089340241
31MBOZ6PANQKOGDCAK9F975J7D9CL5	0.0	5.0	0.0	0.0
3T6EIBTM9KNFZIPATFOYUYZKDYPAAJ	3.0	2.0	3.0	0.0332138545485

212
HIT ID	# R>0	# R=0	# R<0	Avg. R
304QEQWKZOJ809LTBWWN6N7CTTF0OF	2.0	0.0	2.0	-0.0490177604493

211
HIT ID	# R>0	# R=0	# R<0	Avg. R
304QEQWKZOJ809LTBWWN6N7CTTF0OF	4.0	0.0	0.0	0.348590396792

218
HIT ID	# R>0	# R=0	# R<0	Avg. R
3BCRDCM0OCTKOTMTFTKB870UMRTK6I	0.0	1.0	4.0	-0.231294581819
3L7SUC0TTTTK060HYGHAEJI7YT20M2	5.0	1.0	0.0	0.338386307567
3T6EIBTM9KNFZIPATFOYUYZKDYPAAJ	3.0	2.0	3.0	0.102009533842

219
HIT ID	# R>0	# R=0	# R<0	Avg. R
3L7SUC0TTTTK060HYGHAEJI7YT20M2	0.0	6.0	0.0	0.0

133
HIT ID	# R>0	# R=0	# R<0	Avg. R
3BFF0DJK8WBOEAADGF16A3JINTZST0	3.0	0.0	1.0	0.232698796242

132
HIT ID	# R>0	# R=0	# R<0	Avg. R
3BFF0DJK8WBOEAADGF16A3JINTZST0	4.0	0.0	0.0	0.473682883018

131
HIT ID	# R>0	# R=0	# R<0	Avg. R
3I7SHAD35LVYIH01JF2JTYSU67R7MS	3.0	0.0	1.0	0.241175005185
3HXCEECSQLSHW8VLLDIDED80PAKYZ3	3.0	0.0	1.0	0.186564603295
379OL9DBSRD2QHD8HFOE1P67A729Y5	2.0	0.0	2.0	-0.0110916720176
3VADEH0UHBWQMIH6ZYSM5TILYQOPS2	4.0	0.0	0.0	0.410821681876
3R5OYNIC2B8R1IULOYXCFYE7092PTR	3.0	0.0	1.0	0.234442345265
37VUR2VJ69O7Y998HARWPSW597WC1R	5.0	0.0	0.0	0.234401368661

136
HIT ID	# R>0	# R=0	# R<0	Avg. R
35O6H0UNLRFTU5GXSPAUFMMHB715J7	3.0	1.0	0.0	0.152647742347

134
HIT ID	# R>0	# R=0	# R<0	Avg. R
3A9LA2FRWRD65I5HAVQ4VSXMRE6XH3	4.0	0.0	0.0	0.316746609953

139
HIT ID	# R>0	# R=0	# R<0	Avg. R
39XCQ6V3KX3H6A1Q86G56IHCP1K655	5.0	0.0	0.0	0.630595344697
3KI0JD2ZU0HWTEF9WZV242V8G7F67K	4.0	0.0	0.0	0.363490422603
3XABXM4AJ04T3A3CLD16O78URSX8Q6	4.0	0.0	0.0	0.348802795478
3K1H3NEY7KYE7G5PZP7AGLITWWLDGM	4.0	0.0	0.0	0.49682069938
341H3G5YFZDKZDZ0D574MLEGDX5Z03	2.0	0.0	2.0	0.226914660622

138
HIT ID	# R>0	# R=0	# R<0	Avg. R
39XCQ6V3KX3H6A1Q86G56IHCP1K655	5.0	0.0	0.0	0.522596794692

166
HIT ID	# R>0	# R=0	# R<0	Avg. R
33NKDW9FFWHFOAU1O3C3K106EM7CXF	2.0	0.0	2.0	0.168754541504

24
HIT ID	# R>0	# R=0	# R<0	Avg. R
3XD2A6FGFMT5UV1ZI9WPJ3I6TLUS9W	3.0	0.0	1.0	0.19652832239

25
HIT ID	# R>0	# R=0	# R<0	Avg. R
3XD2A6FGFMT5UV1ZI9WPJ3I6TLUS9W	4.0	0.0	0.0	0.25893675316
34R3P23QHR0RGI0R0QUIT9JFIBYHWQ	4.0	0.0	0.0	0.207027234346

26
HIT ID	# R>0	# R=0	# R<0	Avg. R
3XD2A6FGFMT5UV1ZI9WPJ3I6TLUS9W	4.0	0.0	0.0	0.233584790001

27
HIT ID	# R>0	# R=0	# R<0	Avg. R
391FPZIE4BLEOEBM5QFHBLYIXVNHUR	4.0	0.0	1.0	0.212272814325

20
HIT ID	# R>0	# R=0	# R<0	Avg. R
3O2Y2UIUCPTG7MF4GMNF2DD7FPCKFZ	3.0	0.0	1.0	0.224287159026

22
HIT ID	# R>0	# R=0	# R<0	Avg. R
3O2Y2UIUCPTG7MF4GMNF2DD7FPCKFZ	4.0	0.0	0.0	0.258282370782

23
HIT ID	# R>0	# R=0	# R<0	Avg. R
3XD2A6FGFMT5UV1ZI9WPJ3I6TLUS9W	3.0	0.0	1.0	0.139260756672

160
HIT ID	# R>0	# R=0	# R<0	Avg. R
3XH7ZM9YX1TTTG1M3KWKTTDA7KJR9H	4.0	0.0	0.0	0.237426336786

28
HIT ID	# R>0	# R=0	# R<0	Avg. R
391FPZIE4BLEOEBM5QFHBLYIXVNHUR	4.0	0.0	1.0	0.211189707208

29
HIT ID	# R>0	# R=0	# R<0	Avg. R
391FPZIE4BLEOEBM5QFHBLYIXVNHUR	3.0	0.0	2.0	0.0767871005819

161
HIT ID	# R>0	# R=0	# R<0	Avg. R
3XH7ZM9YX1TTTG1M3KWKTTDA7KJR9H	2.0	0.0	2.0	-0.034881978843
3JYPJ2TAYH7HIDCKTESNYUZ690QPFF	0.0	0.0	5.0	-0.239067056953
33NKDW9FFWHFOAU1O3C3K106EM7CXF	1.0	0.0	3.0	-0.101393565302
34HEO7RUG5T7YZBRVQAKPOOUD21RAW	3.0	0.0	1.0	0.226732931359
3PR3LXCWSEYDQCNYCJ2CIBZY8149XV	1.0	0.0	3.0	-0.0655012047636
3RIHDBQ1NDXVB66DWOOVKBHOKASMHE	4.0	0.0	0.0	0.137220469462

4
HIT ID	# R>0	# R=0	# R<0	Avg. R
3O2Y2UIUCPTG7MF4GMNF2DD7FQOKFD	4.0	0.0	0.0	0.303852804672
3QE4DGPGBQA17KMW6E6HDHONJI3G4L	3.0	0.0	1.0	0.0790906154149
335HHSX8CC4S7C00JVPS1LUUBWYDHL	4.0	0.0	0.0	0.483078691481
3PZDSVZ3J4G7HC3ITIJC31XKKVK4NE	3.0	0.0	1.0	0.0653331146364
3PR3LXCWSEYDQCNYCJ2CIBZY8189XZ	4.0	0.0	0.0	0.624147940025
3LAZVA75NHQFWJO7QJ01PB0RQRFO23	4.0	0.0	1.0	0.133899563663
3PCPFX4U4ZP2IPDZTR7CYZPGEV4FQM	3.0	0.0	1.0	-0.000386660701527
3LB1BGHFL1VLAWMMFLTVSP7J4EITY2	4.0	0.0	0.0	0.269207401847
3HXCEECSQLSHW8VLLDIDED80PAKYZ3	3.0	0.0	1.0	0.125582101105
30EV7DWJTUUF8YBAJ8L2HFF5K6U6YR	4.0	0.0	1.0	0.192976852784
39XCQ6V3KX3H6A1Q86G56IHCP1K655	5.0	0.0	0.0	0.635334145312
379OL9DBSRD2QHD8HFOE1P67A729Y5	2.0	0.0	2.0	-0.0358235390857
3XJOUITW8TQC1UV0OBC1F34H55AQT5	4.0	0.0	0.0	0.515189446074
389A2A304NH7RKOQLRNWBNDV4FQC0O	4.0	0.0	0.0	0.377718672851
3VADEH0UHBWQMIH6ZYSM5TILYQOPS2	3.0	0.0	1.0	0.410202390782
31GECDVA9ILDPE14DPQAYOVCLWV66L	4.0	0.0	0.0	0.385895335979
3UAU495MIHROGVX993A7VUVJ9IQOUD	3.0	1.0	0.0	0.113931520061
3ZRKL6Z1E72K95O7WF2ZBK4TXZ6SG6	3.0	0.0	1.0	0.254047061734
3XJOUITW8TQC1UV0OBC1F34H551QTW	4.0	0.0	0.0	0.24950396962
35ZRNT9RUHX4H1KQUJE68L5JW5FO3E	4.0	0.0	0.0	0.451152935719
3EHVO81VN4KYFHKO325X0JTLMZNH1R	1.0	0.0	3.0	0.00913382231964
3RHLQY6EDS3YV0C54O597WLQ6RW4DA	4.0	0.0	0.0	0.146889198146
304QEQWKZOJ809LTBWWN6N7CTTF0OF	4.0	0.0	0.0	0.430177395958
3V8JSVE8YXPJLD4PPQ40T37I144YEQ	3.0	0.0	1.0	0.0704445621205
3ICOHX7ENBAMOI84HITR1BDYPRPE05	4.0	0.0	0.0	0.245662151256
3KI0JD2ZU0HWTEF9WZV242V8G7F67K	3.0	0.0	1.0	0.219433700061
3KG2UQJ0MINE6HQGRFQP64YPGNVQNB	3.0	0.0	1.0	0.135270165877
3GKAWYFRAOSKKTYO28XXAUWLXMJDPZ	3.0	0.0	1.0	0.282522712432
3GITHABACXKXEYOVP40OAM0M0HTN26	4.0	0.0	0.0	0.505978462686
3O2Y2UIUCPTG7MF4GMNF2DD7FPCKFZ	1.0	0.0	3.0	-0.129743885071
3D42WVSDH7UBRR4LK1O6BLSID5JYF8	5.0	0.0	0.0	0.479861721153
34KYK9TV2Q7OIOGWGTALA9DWHLXSB6	4.0	0.0	0.0	0.426817896571
3XABXM4AJ04T3A3CLD16O78URSX8Q6	4.0	0.0	0.0	0.272680448886
3DWGDA5POE33XIF88RM1FKKUUEHV1E	4.0	0.0	0.0	0.508611897046
3LN50BUKPUA3I5MGFPVLT74Q6WLPLT	4.0	0.0	0.0	0.462027468519
3R5OYNIC2B8R1IULOYXCFYE7092PTR	3.0	0.0	1.0	0.063589623695
3K1H3NEY7KYE7G5PZP7AGLITWWLDGM	4.0	0.0	0.0	0.350118918944
34D9ZRXCYQTJZEB4AFAPFYTQZ3CSAB	2.0	0.0	2.0	0.204448436685
341H3G5YFZDKZDZ0D574MLEGDX5Z03	3.0	0.0	1.0	0.119318165982
33BFF6QPI0ACMATSL55GPFI5Z6X3WM	2.0	0.0	2.0	0.0993056535256
37VUR2VJ69O7Y998HARWPSW597WC1R	5.0	0.0	0.0	0.302723307138
3RWB1RTQDIM83Y2XL0MHO2IKMVM8PO	2.0	0.0	3.0	0.0238919849224
33W1NHWFYGKLFMWRB7VE6WGLA8MTZT	3.0	1.0	0.0	0.128930083251
3PUOXASB5622V7NDD1QXFWF9G1JZ9Z	4.0	0.0	0.0	0.297524178928
32ZCLEW0BYJXNFYGC4J8DSRY27XJP2	4.0	0.0	0.0	0.178285853091
31KSVEGZ33R45CEUWV6C7DLL5LLWRT	3.0	0.0	1.0	0.219140691314
